Candidato;Partido;Ordem2;Circ;Gend
Paulo Sérgio Mendes da Costa de Matos Ferreira - PCP;PCP;6;coimbra;1
Francelina Conceição Rodrigues Cruz - PCP;PCP;7;coimbra;0
Adérito Luís Martins Araújo – PCP/Independente;PCP;8;coimbra;1
Rui Miguel Antunes Mendes - PCP;PCP;9;coimbra;1
João Guilherme Ramos Rosa de Oliveira;PCP;1;evora;1
Sara Luísa Dimas Fernandes;PCP;2;evora;0
Noel Alexandre Fontes Moreira;PCP;3;evora;1
Catarina Alexandra Matos Marques - PCP;PCP;1;faro;0
Mário Rodrigo de Sousa Cunha - PCP;PCP;2;faro;1
Joana Catarina Quintanova Sanches - PCP;PCP;3;faro;0
João Carlos Rodrigues Correia - PCP;PCP;4;faro;1
Maria Paula Andrade Santos Vilallonga - PEV;PCP;5;faro;0
Maria Clara Vieira de Andrade - PCP;PCP;6;faro;0
Nelson Capela Trindade - PCP;PCP;7;faro;1
João Carlos Guerreiro Jesus - PCP;PCP;8;faro;1
Maria Matilde Barão Afonso Mendonça - PCP;PCP;9;faro;0
André Tomás Pinto da Silva e Conceição Santos - PCP;PCP;1;guarda;1
Ilda Maria Silva Bernardo - PCP;PCP;2;guarda;0
Maria Inês Teixeira Tomé - PCP;PCP;3;guarda;0
Heloísa Augusta Baião de Brito Apolónia - PEV;PCP;1;leiria;0
João Paulo Quinzico Delgado - PCP;PCP;2;leiria;1
Alexandra Filipa de Araújo Seara Dengucho - PCP;PCP;3;leiria;0
Anabela Baptista Rodrigues dos Santos - PCP;PCP;4;leiria;0
Henrique Manuel Bento Fialho - PCP;PCP;5;leiria;1
Maria Clara Escudeiro Santana Abrantes - PCP;PCP;6;leiria;0
Rute Isabel Brazão Correia Azevedo - PCP;PCP;7;leiria;0
António Raposo Antunes Pires - PCP;PCP;8;leiria;1
Mariana da Conceição Santos Rocha - PCP;PCP;9;leiria;0
Jaime Manuel Ramos Pereira Portela - PCP;PCP;10;leiria;1
Jerónimo Carvalho de Sousa – PCP;PCP;1;lisboa;1
Alma Benedetti Croce Rivera – PCP;PCP;2;lisboa;0
Duarte Le Falher de Campos Alves – PCP;PCP;3;lisboa;1
Mariana da Conceição Pereira da Silva – PEV;PCP;4;lisboa;0
Cristina Pratas Cruzeiro – PCP;PCP;5;lisboa;0
Miguel Tiago Crispim Rosado – PCP;PCP;6;lisboa;1
João Eduardo Alves de Moura Geraldes – PCP;PCP;7;lisboa;1
Cristina Maria Saavedra Torres – PCP;PCP;8;lisboa;0
José Manuel Rodrigues de Oliveira – PCP;PCP;9;lisboa;1
João Manuel Peixoto Ferreira – PCP;PCP;10;lisboa;1
Deolinda Carvalho Machado – PCP;PCP;11;lisboa;0
Gonçalo Magalhães Paixão – PCP;PCP;12;lisboa;1
Ana Margarida Lopes Botelho – PCP;PCP;13;lisboa;0
Isabel Maria Quintas Barata Fernandes – PCP;PCP;14;lisboa;0
Ricardo Artur Pires Peixoto Costa – PCP;PCP;15;lisboa;1
Inês Cardoso das Neves Fernandes – PCP;PCP;16;lisboa;0
Isabel Maria Lopes Barbosa – PCP;PCP;17;lisboa;0
Gonçalo Filipe Vintém Caroço – PCP;PCP;18;lisboa;1
Seyne Yvonne dos Santos Torres – PCP;PCP;19;lisboa;0
Nuno Miguel Marques Libório – PCP;PCP;20;lisboa;1
Ana Joaquina Gomes Avoila – PCP;PCP;21;lisboa;0
Cláudia Alexandra de Sousa e Catarino Madeira – PEV;PCP;22;lisboa;0
Mário Jorge Jesus de Matos – PCP;PCP;23;lisboa;1
Catarina Sofia Rodrigues Cardoso – PCP;PCP;24;lisboa;0
Joana Rita Bonita Cordeiro – PCP;PCP;25;lisboa;0
Joaquim António Morais Ribeiro – PCP;PCP;26;lisboa;1
Ana Luísa Martins de Brito Sezudo – PCP;PCP;27;lisboa;0
Marina Aguiar de Albuquerque – PCP;PCP;28;lisboa;0
Carlos José Pereira da Silva Santos – PCP;PCP;29;lisboa;1
Anabela Nelas Rodrigues Silva – PCP;PCP;30;lisboa;0
Maria Joana Marques Gomes da Silva – PEV;PCP;31;lisboa;0
José Manuel Núncio Gabriel Pedroso – PCP;PCP;32;lisboa;1
Maria da Luz Ribeiro Nogueira – PCP;PCP;33;lisboa;0
Ricardo Manuel Francisco Miguel – PCP;PCP;34;lisboa;1
Beatriz Goulart da Silva Pinheiro – PEV;PCP;35;lisboa;0
Jakilson Jorge Ramos Pereira – PCP;PCP;36;lisboa;1
Ana Maria Chélo de Amaral – PCP;PCP;37;lisboa;0
Fernando Garcia Lopes Correia - PCP;PCP;38;lisboa;1
Diogo Miguel Correia Moura - PCP;PCP;39;lisboa;1
Carolina Alves Cardoso Lopes dos Santos - PCP;PCP;40;lisboa;0
David Augusto Figueiredo Luna de Carvalho - PCP;PCP;41;lisboa;1
Ana Sofia Moutinho Calado – PEV;PCP;42;lisboa;0
André Levy Martins Coelho – PCP;PCP;43;lisboa;1
Filipa Alexandra Marques da Costa – PCP;PCP;44;lisboa;0
Rita Rodrigues Branco – PCP;PCP;45;lisboa;0
Carlos Manuel dos Santos Prazeres – PCP;PCP;46;lisboa;1
Maria Silvandira Duarte da Costa – PCP;PCP;47;lisboa;0
Libério Violante Domingues - PCP;PCP;48;lisboa;1
Helena Isabel Duarte Neves -PCP;PCP;1;portalegre;0
Manuel Maria Libério Coelho - PCP;PCP;2;portalegre;1
Diana Jorge Martins Ferreira - PCP;PCP;1;porto;0
Ana Cristina Cardoso Dias Mesquita - PCP;PCP;2;porto;0
Manuel Vicente de Sousa Lima Loff - PCP;PCP;3;porto;1
Filipe Manuel Marques Pereira - PCP;PCP;4;porto;1
Maria Olinda Soares de Moura - PCP;PCP;5;porto;0
Bruna Rafaela da Costa Ribeiro - PCP;PCP;6;porto;0
Fernando Jorge da Silva e Sá - PEV;PCP;7;porto;1
Tiago Daniel da Costa Oliveira - PCP;PCP;8;porto;1
Carla Renata Gonçalves Freitas - PCP;PCP;9;porto;0
Sérgio Miguel Carvalho Januário - PCP;PCP;10;porto;1
Jaime Miguel Silva Toga Machado - PCP;PCP;11;porto;1
Madalena Castro Pinto - PCP;PCP;12;porto;0
Manuel Alfredo da Rocha Maia - PCP;PCP;13;porto;1
Rogério Ventura Lages dos Santos Reis - PCP;PCP;14;porto;1
Joana Isabel Teixeira Afonso Rodrigues - PCP;PCP;15;porto;0
Camilo Augusto de Vilhena Carneiro de Carvalho - PCP;PCP;16;porto;1
Pedro Jorge Martins Guedes Marques -PCP;PCP;17;porto;1
Manuela Do Espírito Santo Gonçalves Mangas - PCP;PCP;18;porto;0
José António Silva Pinto - PCP;PCP;19;porto;1
Maria Merlinde da Fonseca Magalhães Madureira - PCP;PCP;20;porto;0
João Carlos Fernandes Ferreira - PCP;PCP;21;porto;1
Maria de Fátima Teixeira Gomes Monteiro - PCP;PCP;22;porto;0
João Fernando de Freitas Torres - PCP;PCP;23;porto;1
Maria João Silva Antunes - PCP;PCP;24;porto;0
Inês Teixeira Barbedo Neves Maia - PCP;PCP;25;porto;0
Jorge Manuel Rodrigues Pereira Gomes - PCP;PCP;26;porto;1
Marlene Fernanda Moreira Santos Correia - PCP;PCP;27;porto;0
Maria de Lurdes Monteiro Ribeiro - PCP;PCP;28;porto;0
João Paulo Araújo Dupont - PCP;PCP;29;porto;1
Margarida Stoffel Mesquita Joyce Chalupa - PCP;PCP;30;porto;0
Diana Filipa Lopes Pereira -PCP;PCP;31;porto;0
Adriano Soares Ribeiro - PCP;PCP;32;porto;1
Diogo Henrique Lopes Pereira da Silva - PCP;PCP;33;porto;1
Priscila Valadão Lopes Baptista- PCP;PCP;34;porto;0
Miguel Ângelo Borges Pinto - PCP;PCP;35;porto;1
Célia Cristina Figueiredo Vareiro - PCP;PCP;36;porto;0
José António de Magalhães Gomes - PCP;PCP;37;porto;1
Bruno Ricardo Alves Ferreira - PCP;PCP;38;porto;1
Teresa Maria Pinto de Carvalho - PCP;PCP;39;porto;0
Júlio Manuel da Silva Ribeiro Campos - PEV;PCP;40;porto;1
António Filipe Gaião Rodrigues - PCP;PCP;1;santarem;1
Mário Fernando Atracado Pereira - PCP;PCP;2;santarem;1
Ana Paula Navalho David Cruz - PCP;PCP;3;santarem;0
Hélio Manuel Faria Justino - PCP;PCP;4;santarem;1
Francisco Miguel Baudoin Madeira Lopes - PEV;PCP;5;santarem;1
Gisela Maria Azevedo Trincão Matias - PCP;PCP;6;santarem;0
André Vieira Vassalo da Fonseca - PCP;PCP;7;santarem;1
Rogério da Silva Justino - PCP;PCP;8;santarem;1
Margarida Ricardo Vieira - PCP;PCP;9;santarem;0
Paula Alexandra Sobral Guerreiro Santos Barbosa – PCP;PCP;1;setubal;0
Bruno Ramos Dias – PCP;PCP;2;setubal;1
José Luís Teixeira Ferreira – PEV;PCP;3;setubal;1
Natacha Patrícia Bexiga Patinha – PCP;PCP;4;setubal;0
João Pedro Vaz Figueiredo – PCP;PCP;5;setubal;1
Susana Isabel Pereira Espada – PCP;PCP;6;setubal;0
Ricardo Manuel Aldeano Correia – PCP;PCP;7;setubal;1
Jorge Osvaldo Dias Santos Gonçalves – PCP;PCP;8;setubal;1
Maria João Correia Luís – PCP;PCP;9;setubal;0
Ricardo Manuel Araújo Teixeira – PCP;PCP;10;setubal;1
Tiago André Hortelão Aldeias – PEV;PCP;11;setubal;1
Ana Isabel Leonardo Baliza – PCP;PCP;12;setubal;0
Hélder Alexandre Gil Guerreiro – PCP;PCP;13;setubal;1
Viviana Maria Semedo Nunes – PCP;PCP;14;setubal;0
Ana Sofia Mestre Palma Patrício – PCP;PCP;15;setubal;0
Pedro David Monteiro Soares – PCP;PCP;16;setubal;1
Maria João Filipe Costa – PCP;PCP;17;setubal;0
Helena Manuela Gil Azinheira - PCP;PCP;18;setubal;0
Joaquim Celestino Simões Ribeiro – PCP;PCP;1;viana_c;1
Cátia Soraia Gaspar Cebolo – PCP;PCP;2;viana_c;0
Romão Paulo Amorim Fernandes de Araújo – PCP;PCP;3;viana_c;1
Rosa Maria Pereira de Sousa Fernandes – PCP;PCP;4;viana_c;0
Celina Araújo de Sousa – PEV;PCP;5;viana_c;0
José Manuel Silva da Cunha – PCP/Independente;PCP;6;viana_c;1
José Miguel Afonso Fernandes - PCP;PCP;1;vila_r;1
Júlia Violante de Carvalho Ribeiro Correia - PCP;PCP;2;vila_r;0
Maria Inês da França Torrado da Silva - PCP;PCP;3;vila_r;0
António Manuel Alves Serafim - PCP;PCP;4;vila_r;1
José Fernando Teixeira Moutinho - PEV;PCP;5;vila_r;1
Alexandre Costa e Sousa Hoffmann Castela;PCP;1;viseu;1
Maria Helena Lopes Barbosa;PCP;2;viseu;0
Nuno Diogo de Sousa Batista Coimbra;PCP;3;viseu;1
Isabel de Fátima Esteves Moreira Pires Souto;PCP;4;viseu;0
Maria Filomena de Matos Pires;PCP;5;viseu;0
Telmo Ricardo Aparício Reis;PCP;6;viseu;1
António Manuel Lareiro dos Santos;PCP;7;viseu;1
Sara Aurora dos Santos Arêde Carvalho;PCP;8;viseu;0
Herlanda Maria Gouveia Amado - PCP;PCP;1;madeira;0
Teresa Adelaide Mesquita Ferreira - PCP;PCP;2;madeira;0
Marco António Marques Fernandes – Independente/PEV;PCP;3;madeira;1
Duarte César Vieira Martins - PCP;PCP;4;madeira;1
Lídia Maria Aveiro Andrade Luís - PCP;PCP;5;madeira;0
António Alberto Pontes Gouveia - PCP;PCP;6;madeira;1
Maria Judite Pimentel Barros da Costa - PCP;PCP;1;acores;0
André Emanuel da Costa Goulart - PCP;PCP;2;acores;1
Maria do Natal Pereira Gouveia - PCP;PCP;3;acores;0
Vera Mónica Pacheco Correia - PEV;PCP;4;acores;0
Paulo Jorge da Silva Correia - Independente;PCP;5;acores;1
Joana de Abreu Carvalho - PCP;PCP;1;europa;0
Nuno Edgar Garcia da Silva - PCP;PCP;2;europa;1
Dulce Maria Simões Lopes Matias Kurtenbach - PCP;PCP;1;fora;0
Pedro Miguel Neves Teixeira - PCP;PCP;2;fora;1
Pedro Nuno de Oliveira Santos;PS;1;aveiro;1
Cláudia Maria Cruz Santos;PS;2;aveiro;0
Carlos Filipe de Andrade Neto Brandão;PS;3;aveiro;1
Porfírio Simões de Carvalho e Silva;PS;4;aveiro;1
Susana Alexandra Lopes Correia;PS;5;aveiro;0
Hugo Daniel Matos Oliveira;PS;6;aveiro;1
Joana Isabel Martins Rigueiro de Sá Pereira;PS;7;aveiro;0
Bruno Armando Aragão Henriques;PS;8;aveiro;1
Rosa Maria Monteiro Venâncio;PS;9;aveiro;0
Nuno Pinto de Almeida;PS;10;aveiro;1
Paulo Sérgio Gomes Tomaz;PS;11;aveiro;1
Domingas Maria Ramos Loureiro;PS;12;aveiro;0
Marisa Isabel Valente Couto;PS;13;aveiro;0
Bruno Marcelo Regalado Julião;PS;14;aveiro;1
Maria de Fátima Reis Laranjo Strecht Ribeiro;PS;15;aveiro;0
Délio Manuel Ferreira Carquejo;PS;16;aveiro;1
Pedro Nuno Raposo Prazeres do Carmo;PS;1;beja;1
Nelson Domingos Brito;PS;2;beja;1
Telma Cristina Felizardo Guerreiro;PS;3;beja;0
José Luís Pereira Carneiro;PS;1;braga;1
Maria Elisabete da Silva Duarte Matos;PS;2;braga;0
Joaquim Barroso de Almeida Barreto;PS;3;braga;1
Hugo Alexandre Polido Pires;PS;4;braga;1
Palmira Maciel Fernandes da Costa;PS;5;braga;0
Luís Miguel de Freitas Marques Carvalho Soares;PS;6;braga;1
Eduardo Salvador da Costa Oliveira;PS;7;braga;1
Anabela Pimenta de Lima de Deus Real;PS;8;braga;0
Pompeu Miguel NovaI da Rocha Martins;PS;9;braga;1
Gilberto António Sousa dos Anjos;PS;10;braga;1
Irene Manuela Ferreira da Costa;PS;11;braga;0
Diogo Rocha Cunha;PS;12;braga;1
António Ilídio Teixeira Machado;PS;13;braga;1
Vânia Filipa Vieira Da Cruz;PS;14;braga;0
Pedro Filipe Peixoto Da Costa;PS;15;braga;1
Isabel Maria da Rocha Dias Pinheiro de Oliveira;PS;16;braga;0
Tito Guilherme Barros Marques Evangelista e Sá;PS;17;braga;1
Anabela Maria de Sousa Lopes Alves;PS;18;braga;0
Ana Paula Carreira Gonçalves Moreira;PS;19;braga;0
João Alberto Sobrinho Teixeira;PS;1;braKanca;1
Berta Ferreira Milheiro Nunes;PS;2;braKanca;0
Jorge Manuel Nogueiro Gomes;PS;3;braKanca;1
João Alberto Sobrinho Teixeira;PS;7;braKanca;1
Berta Ferreira Milheiro Nunes;PS;8;braKanca;0
Jorge Manuel Nogueiro Gomes;PS;9;braKanca;1
Ana Maria Pereira Abrunhosa Trigueiros de Aragão;PS;1;castelo_b;0
João Paulo Marçal Lopes Catarino;PS;2;castelo_b;1
Nuno Jorge Cardona Fazenda de Almeida;PS;3;castelo_b;1
Paula Maria Fernandes Custódio Reis;PS;4;castelo_b;0
Marta Alexandra Fartura Braga Temido de Almeida Simões;PS;1;coimbra;0
Pedro Artur Barreirinhas Sales Guedes Coimbra;PS;2;coimbra;1
Tiago Estevão Martins;PS;3;coimbra;1
Raquel de Fátima Cardoso Ferreira;PS;4;coimbra;0
José Carlos Alexandrino Mendes;PS;5;coimbra;1
Ricardo Manuel Garrido Lino;PS;6;coimbra;1
Rosa Isabel Cruz;PS;7;coimbra;0
José Ricardo Miranda Dias;PS;8;coimbra;1
Maria Albertina Moleiro Ferreira Jorge;PS;9;coimbra;0
Luís Manuel Capoulas Santos;PS;1;evora;1
Norberto António Lopes Patinho;PS;2;evora;1
Carmen de Jesus Geraldo Carvalheira;PS;3;evora;0
Jamila Bárbara Madeira e Madeira;PS;1;faro;0
Jorge Manuel Nascimento Botelho;PS;2;faro;1
Luís Miguel da Graça Nunes;PS;3;faro;1
Isabel Cristina Andrez Guerreiro Bica;PS;4;faro;0
Francisco José Pereira Oliveira;PS;5;faro;1
Tatiana Henriques Homem de Gouveia;PS;6;faro;0
Ana Sofia Belchior da Silva Ferreira;PS;7;faro;0
Abel Filipe dos Santos Matinhos;PS;8;faro;1
Célia Maria Marques da Rosa Paz;PS;9;faro;0
Ana Manuel Jerónimo Lopes Correia Mendes Godinho;PS;1;guarda;0
António Herminio Carvalho Monteirinho;PS;2;guarda;1
Cristina Maria Figueiredo Almeida de Sousa;PS;3;guarda;0
António Lacerda Sales;PS;1;leiria;1
Eurico Jorge Nogueira Leite Brilhante Dias;PS;2;leiria;1
Catarina Teresa Rola Sarmento e Castro;PS;3;leiria;0
Sara Maria Belo Velez;PS;4;leiria;0
Salvador Portugal Formiga;PS;5;leiria;1
Jorge Gabriel Duarte Catana Monteiro Martins;PS;6;leiria;1
Cláudia Cristina Avelar Santos;PS;7;leiria;0
Pedro Henrique Brito Jardim de Canha;PS;8;leiria;1
Lilibeth Lopes Ferreira;PS;9;leiria;0
Henrique André da Silva Nicolau Estrelinha;PS;10;leiria;1
António Luís Santos da Costa;PS;1;lisboa;1
Edite de Fátima Santos Marreiro Estrela;PS;2;lisboa;0
Mariana Guimarães Vieira da Silva;PS;3;lisboa;0
José Duarte Piteira Rica Silvestre Cordeiro;PS;4;lisboa;1
Fernando Medina Maciel Almeida Correia;PS;5;lisboa;1
Graça Maria da Fonseca Caetano Gonçalves;PS;6;lisboa;0
Miguel de Oliveira Pires da Costa de Matos;PS;7;lisboa;1
Sérgio Alexandrino Monteiro do Monte;PS;8;lisboa;1
Maria da Luz Gameiro Beja Ferreira Rosinha;PS;9;lisboa;0
Marcos da Cunha e Lorena Perestrello de Vasconcelos;PS;10;lisboa;1
João Saldanha de Azevedo Galamba;PS;11;lisboa;1
Susana de Fátima Carvalho Amador;PS;12;lisboa;0
Sérgio Paulo Mendes de Sousa Pinto;PS;13;lisboa;1
Ana Sofia Pedroso Lopes Antunes;PS;14;lisboa;0
Pedro Filipe Mota Delgado Simões Alves;PS;15;lisboa;1
Maria de Fátima de Jesus Fonseca;PS;16;lisboa;0
Isabel de Lima Mayer Alves Moreira;PS;17;lisboa;0
Pedro Miguel de Sousa Barrocas Martinho Cegonho;PS;18;lisboa;1
Romualda Maria da Conceição Martins Nunes Fernandes;PS;19;lisboa;0
Miguel Filipe Pardal Cabrita;PS;20;lisboa;1
Rita Mafalda Nobre Borges Madeira;PS;21;lisboa;0
João Miguel Maçarico Nicolau;PS;22;lisboa;1
Ricardo Jorge Monteiro Lima;PS;23;lisboa;1
Vera Lúcia Raimundo Braz dos Santos;PS;24;lisboa;0
Diogo Feijóo Leão Campos Rodrigues;PS;25;lisboa;1
Pedro Miguel Machado Anastácio;PS;26;lisboa;1
Cristina Maria da Fonseca Santos Bacelar Begonha;PS;27;lisboa;0
Paulo Jorge Duarte Marques;PS;28;lisboa;1
Alexandra Nunes Esteves de Moura;PS;29;lisboa;0
Luís Oliveira dos Reis;PS;30;lisboa;1
Sérgio Alberto Marques dos Santos;PS;31;lisboa;1
Sara Saúde e Vida da Silva;PS;32;lisboa;0
Paulo Alexandre Dias de Vasconcelos Afonso;PS;33;lisboa;1
Davide Miguel Santos Amado;PS;34;lisboa;1
Cátia Patrícia Pinto Pimenta Ferreira Rosas Santos;PS;35;lisboa;0
Armando Jorge Paulino Domingos;PS;36;lisboa;1
Ana Beatriz Bernardo de Carvalho;PS;37;lisboa;0
Pedro Manuel Tavares Cabeça;PS;38;lisboa;1
Paula Alexandra Almeida da Cunha Alves;PS;39;lisboa;0
Pedro Duarte Alves de Lara Everard;PS;40;lisboa;1
Maria Fernanda dos Santos Gonçalves;PS;41;lisboa;0
Catarina da Silva;PS;42;lisboa;0
António Filipe Beja Pereira;PS;43;lisboa;1
Selene Caetano Martinho;PS;44;lisboa;0
Valter Januário Antunes Januário;PS;45;lisboa;1
Alexandra Santos Domingos Carvalho;PS;46;lisboa;0
Ana Margarida de Matos;PS;47;lisboa;0
Marcos Sá Rodrigues;PS;48;lisboa;1
Ricardo Miguel Furtado Pinheiro;PS;1;portalegre;1
Eduardo Miguel Oliveira Alves;PS;2;portalegre;1
Alexandre Tiedke Quintanilha;PS;1;porto;1
Maria do Rosário Gamboa Lopes de Carvalho;PS;2;porto;0
João Pedro Soeiro de Matos Fernandes;PS;3;porto;1
Maria Isabel Solnado Porto Oneto;PS;4;porto;0
João Paulo Moreira Correia;PS;5;porto;1
Ana Paula Mata Bernardo;PS;6;porto;0
João Veloso da Silva Torres;PS;7;porto;1
Tiago Barbosa Ribeiro;PS;8;porto;1
Cristina Maria Mendes da Silva;PS;9;porto;0
Eduardo Nuno Rodrigues e Pinheiro;PS;10;porto;1
Hugo Miguel da Costa Carvalho;PS;11;porto;1
Joana Fernanda Ferreira de Lima;PS;12;porto;0
Rui Carlos Morais Lage;PS;13;porto;1
Carlos Alberto Silva Braz;PS;14;porto;1
Patrícia Monte Pinto Ribeiro Faro;PS;15;porto;0
Carla Alexandra Magalhães de Sousa;PS;16;porto;0
Miguel dos Santos Rodrigues;PS;17;porto;1
Isabel Sofia Alves de Andrade;PS;18;porto;0
José Carlos Ribeiro Barbosa;PS;19;porto;1
Paulo César Araújo Correia;PS;20;porto;1
Maria João de Abreu Mena Guimarães e Castro;PS;21;porto;0
António Pedro Teixeira de Castro Lopes Faria;PS;22;porto;1
Catarina Maria Moreira das Neves Lobo;PS;23;porto;0
Marlene Cristina Mendes Teixeira;PS;24;porto;0
Hugo Miguel Sousa Lopes;PS;25;porto;1
Ana Marta Ribeiro Silva;PS;26;porto;0
Maria de Fátima Alves e Menezes de Figueiredo;PS;27;porto;0
Fábio André Faria Silva;PS;28;porto;1
Eduardo Miguel Sabino Guedes Barroco de Melo;PS;29;porto;1
Carlota Ferreira Brás César Teixeira;PS;30;porto;0
Hugo Fernando Carvalho Gonçalves;PS;31;porto;1
Paulo Jorge Vale das Neves;PS;32;porto;1
Beatriz Maria Barbosa Carvalho;PS;33;porto;0
Nuno André da Silva Moreira;PS;34;porto;1
Sílvia Ferreira Alves Moreira;PS;35;porto;0
Hugo Daniel Gilvaia de Sousa Pinto;PS;36;porto;1
Paulo Miguel Vieira Ferraz da Silva;PS;37;porto;1
Dora Marisa Gomes Pinto;PS;38;porto;0
Maria Inês Rocha Monteiro;PS;39;porto;0
Diogo Alves Moreira de Almeida e Silva;PS;40;porto;1
Alexandra Ludomila Ribeiro Fernandes Leitão;PS;1;santarem;0
Hugo Miguel Carvalheiro dos Santos Costa;PS;2;santarem;1
Maria do Céu de Oliveira Antunes;PS;3;santarem;0
Mara Lúcia Lagriminha Coelho;PS;4;santarem;0
Manuel António dos Santos Afonso;PS;5;santarem;1
Francisco Fernandes Dinis;PS;6;santarem;1
Fernanda Maria Pereira Asseiceira;PS;7;santarem;0
Ricardo José Pires Antunes;PS;8;santarem;1
Gustavo Gaudêncio da Costa;PS;9;santarem;1
Ana Catarina Veiga dos Santos Mendonça Mendes;PS;1;setubal;0
João Titterniton Gomes Cravinho;PS;2;setubal;1
Eurídice Maria de Sousa Pereira;PS;3;setubal;0
Jorge Filipe Teixeira Seguro Sanches;PS;4;setubal;1
António Manuel Veiga dos Santos Mendonça Mendes;PS;5;setubal;1
Maria Antónia Moreno Areias Almeida Santos;PS;6;setubal;0
André Alexandre Pinotes Batista;PS;7;setubal;1
Clarisse Maria Gaudino Veredas Campos;PS;8;setubal;0
Fernando Miguel Catarino José;PS;9;setubal;1
Ivan Costa Gonçalves;PS;10;setubal;1
Bárbara Andreia Gonçalves Dias;PS;11;setubal;0
Gil Manuel Antunes Figueiredo Costa;PS;12;setubal;1
Ana Isabel Correia dos Santos;PS;13;setubal;0
Eunice Maria Cândido Pratas;PS;14;setubal;0
António Hugo Lindo dos Santos Caracol;PS;15;setubal;1
Patrícia Alexandra da Silva Bento Caixinha;PS;16;setubal;0
Tiago Maria Jantarão Lopes da Silva;PS;17;setubal;1
Filipa Marta Torres Faria;PS;18;setubal;0
Tiago Brandão Rodrigues;PS;1;viana_c;1
Marina Sola Gonçalves;PS;2;viana_c;0
José Maria da Cunha Costa;PS;3;viana_c;1
Anabela de Jesus Sousa Rodrigues;PS;4;viana_c;0
Dora Maria Ramos de Abreu Brandão Machado Cruz;PS;5;viana_c;0
José Pedro Gomes Armada;PS;6;viana_c;1
Francisco José Ferreira da Rocha;PS;1;vila_r;1
Fátima Liliana Fontes Correia Pinto;PS;2;vila_r;0
Agostinho Gonçalves Alves da Santa;PS;3;vila_r;1
Susana Isabel Quintal Barroso;PS;4;vila_r;0
Carlos Fernando Costa Martins;PS;5;vila_r;1
João Nuno Ferreira Gonçalves Azevedo;PS;1;viseu;1
Lúcia Fernanda Ferreira Araújo da Silva;PS;2;viseu;0
José Rui Alves Duarte da Cruz;PS;3;viseu;1
João Paulo de Loureiro Rebelo;PS;4;viseu;1
Maria da Graça da Mouta Silva Reis;PS;5;viseu;0
Manuel António Rebelo Ferreira;PS;6;viseu;1
Diogo Gomes Carvalhas;PS;7;viseu;1
Sónia Isabel Anjos Numão Lopes;PS;8;viseu;0
Carlos João Pereira;PS;1;madeira;1
José Miguel Mafra lglésias;PS;2;madeira;1
Marta Luísa de Freitas;PS;3;madeira;0
Mara José Sousa Franco;PS;4;madeira;0
José Luís Silva Chá-Chá;PS;5;madeira;1
Ana Sofia Freitas Dias;PS;6;madeira;0
Francisco Miguel Vital Gomes do Vale César;PS;1;acores;1
Sérgio Humberto Rocha de Ávila;PS;2;acores;1
Isabel Maria Duarte de Almeida Rodrigues;PS;3;acores;0
João Fernando Brum de Azevedo e Castro;PS;4;acores;1
Cláudia Sofia Viegas Cabrita;PS;5;acores;0
Paulo Alexandre Carvalho Pisco;PS;1;europa;1
Natália Teixeira de Oliveira;PS;2;europa;0
Augusto Ernesto Santos Silva;PS;1;fora;1
Paulo Porto Fernandes;PS;2;fora;1
António Milton Topa Gomes;PSD;1;aveiro;1
Maria Paula da Graça Cardoso;PSD;2;aveiro;0
Ricardo Bastos Sousa;PSD;3;aveiro;1
Helga Alexandra Freire Correia;PSD;4;aveiro;0
Rui Miguel Rocha da Cruz;PSD;5;aveiro;1
Carla Manuela de Sousa Madureira;PSD;6;aveiro;0
Rui Filipe Vilar Gomes;PSD;7;aveiro;1
Jorge António Tavares de São José;PSD;8;aveiro;1
Susana Maria de Oliveira Lamas;PSD;9;aveiro;0
Ângelo José de Jesus Soares;PSD;10;aveiro;1
Adriana Helena da Silva Rodrigues;PSD;11;aveiro;0
António José de Oliveira e Sousa;PSD;12;aveiro;1
Elisabete Figueiredo Soares;PSD;13;aveiro;0
Jéssica Catarina Dias Gaudêncio;PSD;14;aveiro;0
Rui Manuel de Jesus Correia;PSD;15;aveiro;1
Diana Carolina de Jesus Santos Luzio;PSD;16;aveiro;0
Henrique Corrêa Silvestre Ferreira – Independente;PSD;1;beja;1
Inês Isabel Mota Batista;PSD;2;beja;0
Rui Manuel Veiga Mata;PSD;3;beja;1
André Guimarães Coelho Lima;PSD;1;braga;1
Firmino José Rodrigues Marques;PSD;2;braga;1
Maria Clara Gonçalves Marques Mendes;PSD;3;braga;0
Carlos Eduardo Vasconcelos Fernandes Ribeiro dos Reis;PSD;4;braga;1
Jorge Paulo da Silva Oliveira;PSD;5;braga;1
Maria Gabriela da Cunha Baptista Rodrigues da Fonseca;PSD;6;braga;0
Bruno Manuel Pereira Coimbra;PSD;7;braga;1
Carlos Manuel de Brito Cação;PSD;8;braga;1
Regina Carla Gomes Penedo;PSD;9;braga;0
Bruno Alberto Vieira Fernandes;PSD;10;braga;1
Cristiano António Coelho Pinheiro;PSD;11;braga;1
Maria Celeste Vilela Fernandes Cardoso;PSD;12;braga;0
João Manuel de Barros Figueiredo;PSD;13;braga;1
Jorge Alexandre Mendes Pedrosa;PSD;14;braga;1
Sofia Patrícia Travassos de Freitas Alcaide;PSD;15;braga;0
Laura Patrícia de Sousa Monteiro Magalhães;PSD;16;braga;0
